,Player,Team,Pos.,Positional Value,Overall Value,Current APY,Value Over APY,Injury-Adjusted Value,Injury-Adjusted APY,Injury-Adjusted Value Over APY,2020 Cash Due,Value Over Cash
422,Malcolm Jenkins,Eagles,S,"$4,434,000","$4,993,000","$8,750,000","($3,757,000)","$4,434,000","$8,750,000","($4,316,000)","$10,050,000","($5,057,000)"
423,Bruce Irvin,Panthers,34OLB,"$4,855,000","$4,982,000","$4,000,000","$982,000","$6,352,415","$3,250,000","$3,102,415","$5,500,000","($518,000)"
424,"Chauncey Gardner-Johnson, Jr.",Saints,S,"$4,043,000","$4,970,000","$826,775","$4,143,225","$4,043,000","$826,775","$3,216,225","$675,000","$4,295,000"
425,Mason Rudolph,Steelers,QB,"$4,959,000","$4,959,000","$980,467","$3,978,533","$6,389,852","$857,909","$5,531,943","$836,554","$4,122,446"
426,Andrew Wylie,Chiefs,LG,"$4,808,000","$4,950,000","$525,000","$4,425,000","$7,117,167","$360,938","$6,756,229","$750,000","$4,200,000"
427,Nate Gerry,Eagles,43OLB,"$3,096,000","$4,938,000","$600,000","$4,338,000","$3,096,000","$600,000","$2,496,000","$825,000","$4,113,000"
428,Danny Amendola,Lions,WR,"$4,868,000","$4,931,000","$4,500,000","$431,000","$5,262,963","$4,218,750","$1,044,213","$5,000,000","($69,000)"
429,Ryan Kerrigan,Redskins,34OLB,"$4,920,000","$4,920,000","$11,500,000","($6,580,000)","$7,229,688","$8,625,000","($1,395,312)","$11,750,000","($6,830,000)"
430,Javien Elliott,Panthers,CB,"$4,235,000","$4,917,000","$720,000","$4,197,000","$4,235,000","$720,000","$3,515,000",Free Agent,
431,Rodger Saffold,Titans,LG,"$4,456,000","$4,895,000","$11,000,000","($6,105,000)","$4,456,000","$11,000,000","($6,544,000)","$10,000,000","($5,105,000)"
432,Dean Lowry,Packers,34DE,"$4,258,000","$4,848,000","$6,775,000","($1,927,000)","$4,258,000","$6,775,000","($2,517,000)","$3,700,000","$1,148,000"
433,Elijah Wilkinson,Broncos,LT,"$4,701,000","$4,838,000","$645,000","$4,193,000","$5,024,200","$604,688","$4,419,512","$3,259,000","$1,579,000"
434,Nicholas Williams,Bears,34DT,"$4,373,000","$4,833,000","$895,000","$3,938,000","$4,373,000","$895,000","$3,478,000","$5,300,000","($467,000)"
435,David Mayo,Giants,ILB,"$3,604,000","$4,832,000","$805,000","$4,027,000","$3,604,000","$805,000","$2,799,000","$3,550,000","$1,282,000"
436,Clay Matthews,Rams,34OLB,"$4,818,000","$4,826,000","$4,625,000","$201,000","$4,818,000","$4,625,000","$193,000",Free Agent,
437,Roy Robertson-Harris,Bears,34DE,"$4,235,000","$4,822,000","$645,000","$4,177,000","$4,518,079","$604,688","$3,913,391","$3,259,000","$1,563,000"
438,Demarcus Robinson,Chiefs,WR,"$4,374,000","$4,810,000","$721,168","$4,088,832","$4,374,000","$721,168","$3,652,832","$2,297,500","$2,512,500"
439,Russell Okung,Chargers,LT,"$4,755,000","$4,808,000","$13,250,000","($8,442,000)","$9,426,354","$4,968,750","$4,457,604","$13,500,000","($8,692,000)"
440,Duron Harmon,Patriots,S,"$4,744,000","$4,784,000","$4,250,000","$534,000","$4,744,000","$4,250,000","$494,000","$4,250,000","$534,000"
441,Mohamed Sanu,Patriots,WR,"$4,691,000","$4,781,000","$6,500,000","($1,719,000)","$5,079,825","$6,093,750","($1,013,925)","$6,500,000","($1,719,000)"
442,Diontae Johnson,Steelers,WR,"$4,652,000","$4,765,000","$1,070,241","$3,694,759","$4,652,000","$1,070,241","$3,581,759","$689,589","$4,075,411"
443,Ronald Leary,Broncos,RG,"$4,756,000","$4,756,000","$9,000,000","($4,244,000)","$6,509,688","$6,750,000","($240,312)",Free Agent,
444,Ed Oliver,Bills,43DT,"$4,712,000","$4,754,000","$4,918,789","($164,789)","$4,712,000","$4,918,789","($206,789)","$1,389,325","$3,364,675"
445,Duke Johnson,Texans,RB,"$4,714,000","$4,748,000","$5,203,333","($455,333)","$4,714,000","$5,203,333","($489,333)","$4,100,000","$648,000"
446,Chris Hubbard,Browns,RT,"$4,594,000","$4,726,000","$7,300,000","($2,574,000)","$5,252,183","$6,387,500","($1,135,317)","$3,250,000","$1,476,000"
447,Jordan Jenkins,Jets,34OLB,"$4,234,000","$4,687,000","$780,980","$3,906,020","$5,039,089","$683,358","$4,355,731","$3,750,000","$937,000"
448,Riley Reiff,Vikings,LT,"$4,248,000","$4,674,000","$11,750,000","($7,076,000)","$4,248,000","$11,750,000","($7,502,000)","$11,000,000","($6,326,000)"
449,Justin Coleman,Lions,CB,"$4,143,000","$4,673,000","$9,000,000","($4,327,000)","$4,143,000","$9,000,000","($4,857,000)","$7,000,000","($2,327,000)"
450,Kendall Lamm,Browns,RT,"$4,624,000","$4,656,000","$2,250,000","$2,406,000","$6,190,950","$703,125","$5,487,825","$2,500,000","$2,156,000"
451,Phillip Lindsay,Broncos,RB,"$4,644,000","$4,644,000","$575,000","$4,069,000","$4,644,000","$575,000","$4,069,000","$750,000","$3,894,000"
452,Evan Engram,Giants,TE,"$4,619,000","$4,622,000","$2,679,637","$1,942,363","$8,098,000","$1,507,296","$6,590,704","$1,926,621","$2,695,379"
453,Sam Tevi,Chargers,RT,"$4,463,000","$4,611,000","$640,451","$3,970,549","$4,999,464","$560,395","$4,439,069","$2,133,000","$2,478,000"
454,Carlos Hyde,Texans,RB,"$4,610,000","$4,610,000","$2,800,000","$1,810,000","$4,610,000","$2,800,000","$1,810,000","$2,750,000","$1,860,000"
455,Corey Linsley,Packers,C,"$4,591,000","$4,591,000","$8,500,000","($3,909,000)","$4,591,000","$8,500,000","($3,909,000)","$8,500,000","($3,909,000)"
456,Jimmie Ward,49ers,S,"$3,978,000","$4,588,000","$4,500,000","$88,000","$5,047,529","$3,656,250","$1,391,279","$10,000,000","($5,412,000)"
457,Auden Tate,Bengals,WR,"$4,452,000","$4,523,000","$615,000","$3,908,000","$6,425,688","$461,250","$5,964,438","$750,000","$3,773,000"
458,Cody Ford,Bills,RT,"$4,087,000","$4,512,000","$1,876,868","$2,635,132","$4,087,000","$1,876,868","$2,210,132","$836,249","$3,675,751"
459,Ricky Wagner,Lions,RT,"$4,427,000","$4,509,000","$9,500,000","($4,991,000)","$5,751,729","$7,125,000","($1,373,271)","$6,750,000","($2,241,000)"
460,Vance McDonald,Steelers,TE,"$4,359,000","$4,504,000","$6,500,000","($1,996,000)","$4,987,400","$5,687,500","($700,100)","$5,100,000","($596,000)"
461,C.J. Uzomah,Bengals,TE,"$3,774,000","$4,487,000","$6,100,000","($1,613,000)","$3,774,000","$6,100,000","($2,326,000)","$4,800,000","($313,000)"
462,Teddy Bridgewater,Saints,QB,"$4,484,000","$4,484,000","$7,250,000","($2,766,000)","$4,484,000","$7,250,000","($2,766,000)","$24,000,000","($19,516,000)"
463,Byron Murphy,Cardinals,CB,"$4,430,000","$4,483,000","$1,997,375","$2,485,625","$4,430,000","$1,997,375","$2,432,625","$858,159","$3,624,841"
464,Jeremy Sprinkle,Redskins,TE,"$3,624,000","$4,463,000","$669,129","$3,793,871","$3,624,000","$669,129","$2,954,871","$2,133,000","$2,330,000"
465,Billy Turner,Packers,LG,"$4,013,000","$4,450,000","$7,000,000","($2,550,000)","$4,013,000","$7,000,000","($2,987,000)","$5,850,000","($1,400,000)"
466,Clelin Ferrell,Raiders,43DE,"$4,005,000","$4,448,000","$7,840,204","($3,392,204)","$4,314,425","$7,350,191","($3,035,766)","$1,920,492","$2,527,508"
467,Derek Wolfe,Broncos,34DE,"$4,420,000","$4,444,000","$9,175,000","($4,731,000)","$6,203,500","$6,881,250","($677,750)","$3,000,000","$1,444,000"
468,Sean Murphy-Bunting,Buccaneers,CB,"$3,536,000","$4,443,000","$1,844,000","$2,599,000","$3,536,000","$1,844,000","$1,692,000","$830,273","$3,612,727"
469,Cameron Sutton,Steelers,CB,"$3,768,000","$4,441,000","$804,282","$3,636,718","$3,768,000","$804,282","$2,963,718","$825,000","$3,616,000"
470,Tarik Cohen,Bears,RB,"$3,975,000","$4,441,000","$758,289","$3,682,711","$3,975,000","$758,289","$3,216,711","$2,133,000","$2,308,000"
471,Brandon Scherff,Redskins,RG,"$4,377,000","$4,440,000","$5,303,910","($863,910)","$6,551,176","$3,646,438","$2,904,738","$15,030,000","($10,590,000)"
472,Case Keenum,Redskins,QB,"$4,431,000","$4,431,000","$7,500,000","($3,069,000)","$6,025,847","$6,562,500","($536,653)","$5,500,000","($1,069,000)"
473,Kenny Stills,Texans,WR,"$4,415,000","$4,415,000","$8,000,000","($3,585,000)","$5,708,361","$6,500,000","($791,639)","$7,000,000","($2,585,000)"
474,Marlon Mack,Colts,RB,"$4,412,000","$4,412,000","$633,587","$3,778,413","$5,135,214","$554,389","$4,580,825","$2,133,000","$2,279,000"
475,Darqueze Dennard,Bengals,CB,"$4,285,000","$4,406,000","$4,500,000","($94,000)","$8,109,285","$2,531,250","$5,578,035",Free Agent,
476,Thomas Davis,Chargers,43OLB,"$4,376,000","$4,402,000","$5,250,000","($848,000)","$4,376,000","$5,250,000","($874,000)","$3,500,000","$902,000"
477,Jordan Phillips,Bills,43DT,"$4,276,000","$4,397,000","$4,500,000","($103,000)","$4,276,000","$4,500,000","($224,000)","$10,000,000","($5,603,000)"
478,Jason McCourty,Patriots,CB,"$4,273,000","$4,379,000","$5,000,000","($621,000)","$5,716,771","$3,750,000","$1,966,771","$4,000,000","$379,000"
479,T.J. Hockenson,Lions,TE,"$4,332,000","$4,337,000","$4,955,307","($618,307)","$5,743,500","$3,716,480","$2,027,020","$1,485,965","$2,851,035"
480,Gerald Everett,Rams,TE,"$4,323,000","$4,331,000","$1,511,112","$2,819,888","$4,323,000","$1,511,112","$2,811,888","$1,289,244","$3,041,756"
481,Antoine Bethea,Giants,S,"$4,321,000","$4,326,000","$3,250,000","$1,076,000","$4,321,000","$3,250,000","$1,071,000",Free Agent,
482,Marshon Lattimore,Saints,CB,"$4,292,000","$4,316,000","$3,839,934","$476,066","$5,280,884","$3,359,942","$1,920,942","$2,559,510","$1,756,490"
483,Greg Van Roten,Panthers,LG,"$4,187,000","$4,311,000","$830,000","$3,481,000","$6,549,708","$570,625","$5,979,083","$3,500,000","$811,000"
484,Will Fuller,Texans,WR,"$4,310,000","$4,310,000","$2,541,078","$1,768,922","$7,045,881","$1,746,991","$5,298,890","$10,162,000","($5,852,000)"
485,Halapoulivaati Vaitai,Eagles,RT,"$3,879,000","$4,310,000","$641,281","$3,668,719","$3,879,000","$641,281","$3,237,719","$11,000,000","($6,690,000)"
486,Joe Dahl,Lions,LG,"$3,883,000","$4,302,000","$2,250,000","$2,052,000","$5,069,197","$1,828,125","$3,241,072","$1,625,000","$2,677,000"
487,Samson Ebukam,Rams,34OLB,"$3,629,000","$4,284,000","$751,753","$3,532,247","$3,629,000","$751,753","$2,877,247","$2,133,000","$2,151,000"
488,Sterling Shepard,Giants,WR,"$4,249,000","$4,252,000","$10,250,000","($5,998,000)","$7,592,281","$7,046,875","$545,406","$6,500,000","($2,248,000)"
489,Mark Glowinski,Colts,RG,"$4,059,000","$4,244,000","$5,400,000","($1,156,000)","$4,059,000","$5,400,000","($1,341,000)","$5,000,000","($756,000)"
490,David Edwards,Rams,RT,"$3,775,000","$4,239,000","$696,130","$3,542,870","$3,775,000","$696,130","$3,078,870","$675,000","$3,564,000"
491,Dont'a Hightower,Patriots,43OLB,"$3,774,000","$4,239,000","$8,875,000","($4,636,000)","$4,095,079","$8,320,313","($4,225,234)","$8,875,000","($4,636,000)"
492,Roquan Smith,Bears,ILB,"$4,172,000","$4,227,000","$4,619,292","($392,292)","$5,509,781","$3,753,175","$1,756,606","$2,249,742","$1,977,258"
493,Andrew Adams,Buccaneers,S,"$3,514,000","$4,202,000","$720,000","$3,482,000","$3,514,000","$720,000","$2,794,000","$1,010,000","$3,192,000"
494,Weston Richburg,49ers,C,"$3,728,000","$4,173,000","$9,500,000","($5,327,000)","$4,821,990","$7,718,750","($2,896,760)","$7,090,000","($2,917,000)"
495,Troy Apke,Redskins,S,"$2,347,000","$4,165,000","$790,909","$3,374,091","$2,463,200","$741,477","$1,721,723","$750,000","$3,415,000"
496,Tanoh Kpassagnon,Chiefs,43DE,"$3,678,000","$4,148,000","$1,080,305","$3,067,695","$3,678,000","$1,080,305","$2,597,695","$1,054,257","$3,093,743"
497,Cameron Brate,Buccaneers,TE,"$4,012,000","$4,139,000","$6,800,000","($2,661,000)","$4,012,000","$6,800,000","($2,788,000)","$4,250,000","($111,000)"
498,Terrell Edmunds,Steelers,S,"$3,689,000","$4,135,000","$2,674,448","$1,460,552","$3,689,000","$2,674,448","$1,014,552","$1,452,526","$2,682,474"
499,Dwayne Haskins,Redskins,QB,"$4,134,000","$4,134,000","$3,604,154","$529,846","$4,798,944","$3,378,894","$1,420,050","$1,150,301","$2,983,699"
500,Tashaun Gipson,Texans,S,"$4,133,000","$4,133,000","$7,500,000","($3,367,000)","$4,894,830","$6,562,500","($1,667,670)","$1,050,000","$3,083,000"
501,Shaun Dion Hamilton,Redskins,ILB,"$2,952,000","$4,121,000","$653,252","$3,467,748","$2,952,000","$653,252","$2,298,748","$750,000","$3,371,000"
502,Amani Hooker,Titans,S,"$1,913,000","$4,116,000","$814,072","$3,301,928","$1,913,000","$814,072","$1,098,928","$675,000","$3,441,000"
503,Jalen Ramsey,Rams,CB,"$4,088,000","$4,109,000","$5,837,750","($1,728,750)","$5,606,062","$4,743,172","$862,890","$13,703,000","($9,594,000)"
504,Adam Butler,Patriots,43DT,"$3,606,000","$4,101,000","$556,667","$3,544,333","$3,606,000","$556,667","$3,049,333","$3,259,000","$842,000"
505,Troy Hill,Rams,CB,"$3,386,000","$4,096,000","$2,625,263","$1,470,737","$3,386,000","$2,625,263","$760,737","$3,975,000","$121,000"
506,Jahlani Tavai,Lions,ILB,"$3,613,000","$4,091,000","$1,723,492","$2,367,508","$3,613,000","$1,723,492","$1,889,508","$808,362","$3,282,638"
507,Roderick Johnson,Texans,LT,"$3,635,000","$4,082,000","$525,000","$3,557,000","$3,635,000","$525,000","$3,110,000","$1,750,000","$2,332,000"
508,Olivier Vernon,Browns,43DE,"$3,958,000","$4,079,000","$17,000,000","($12,921,000)","$7,689,148","$10,625,000","($2,935,852)","$15,500,000","($11,421,000)"
509,Tyrell Crosby,Lions,LT,"$3,635,000","$4,075,000","$686,921","$3,388,079","$3,635,000","$686,921","$2,948,079","$750,000","$3,325,000"
510,Steve McLendon,Jets,34DT,"$3,577,000","$4,073,000","$2,750,000","$1,323,000","$3,577,000","$2,750,000","$827,000","$2,500,000","$1,573,000"
511,Donald Penn,Redskins,LT,"$4,026,000","$4,058,000","$2,030,000","$2,028,000","$4,026,000","$2,030,000","$1,996,000",Free Agent,
512,William Gholston,Buccaneers,34DE,"$3,342,000","$4,053,000","$5,500,000","($1,447,000)","$3,342,000","$5,500,000","($2,158,000)","$4,750,000","($697,000)"
513,Tre Herndon,Jaguars,CB,"$3,623,000","$4,053,000","$571,667","$3,481,333","$3,623,000","$571,667","$3,051,333","$750,000","$3,303,000"
514,Marquise Brown,Ravens,WR,"$4,046,000","$4,046,000","$2,946,835","$1,099,165","$4,776,385","$2,578,481","$2,197,904","$1,030,788","$3,015,212"
515,Linval Joseph,Vikings,43DT,"$3,974,000","$4,045,000","$12,500,000","($8,455,000)","$4,711,452","$10,937,500","($6,226,048)","$9,500,000","($5,455,000)"
516,Blake Jarwin,Cowboys,TE,"$3,442,000","$4,041,000","$563,867","$3,477,133","$3,442,000","$563,867","$2,878,133","$6,250,000","($2,209,000)"
517,Danny Shelton,Patriots,43DT,"$3,505,000","$4,036,000","$1,030,000","$3,006,000","$3,505,000","$1,030,000","$2,475,000","$4,000,000","$36,000"
518,Mack Wilson,Browns,43OLB,"$3,443,000","$4,036,000","$707,201","$3,328,799","$3,443,000","$707,201","$2,735,799","$675,000","$3,361,000"
519,Landon Collins,Redskins,S,"$4,028,000","$4,028,000","$14,000,000","($9,972,000)","$4,390,775","$13,125,000","($8,734,225)","$16,000,000","($11,972,000)"
520,Shaq Lawson,Bills,43DE,"$3,934,000","$4,011,000","$2,569,744","$1,441,256","$4,264,800","$2,409,135","$1,855,665","$13,000,000","($8,989,000)"
521,John Miller,Bengals,RG,"$3,922,000","$3,983,000","$5,500,000","($1,517,000)","$5,019,411","$4,468,750","$550,661","$4,000,000","($17,000)"
522,Andrew Sendejo,Vikings,S,"$2,816,000","$3,981,000","$1,300,000","$2,681,000","$3,025,754","$1,218,750","$1,807,004","$2,250,000","$1,731,000"
523,Tytus Howard,Texans,LT,"$3,882,000","$3,977,000","$3,056,388","$920,612","$6,432,000","$1,528,194","$4,903,806","$1,050,707","$2,926,293"
524,Oshane Ximines,Giants,34OLB,"$2,507,000","$3,960,000","$885,695","$3,074,305","$2,507,000","$885,695","$1,621,305","$705,000","$3,255,000"
525,Jabaal Sheard,Colts,43DE,"$3,884,000","$3,958,000","$8,500,000","($4,542,000)","$5,333,703","$6,906,250","($1,572,547)",Free Agent,
526,Alex Erickson,Bengals,WR,"$3,493,000","$3,947,000","$2,025,000","$1,922,000","$3,493,000","$2,025,000","$1,468,000","$1,800,000","$2,147,000"
527,De'Vondre Campbell,Falcons,43OLB,"$3,477,000","$3,925,000","$726,382","$3,198,618","$3,477,000","$726,382","$2,750,618","$6,000,000","($2,075,000)"
528,Alec Ogletree,Giants,ILB,"$3,909,000","$3,914,000","$10,500,000","($6,586,000)","$4,780,894","$9,187,500","($4,406,606)",Free Agent,
529,Ricardo Allen,Falcons,S,"$3,887,000","$3,900,000","$6,500,000","($2,600,000)","$3,887,000","$6,500,000","($2,613,000)","$5,250,000","($1,350,000)"
530,Eric Rowe,Dolphins,S,"$3,461,000","$3,896,000","$4,916,667","($1,020,667)","$3,461,000","$4,916,667","($1,455,667)","$3,575,000","$321,000"
531,Wil Lutz,Saints,K,"$3,886,000","$3,886,000","$4,050,000","($164,000)","$3,886,000","$4,050,000","($164,000)","$3,150,000","$736,000"
532,Daniel Kilgore,Dolphins,C,"$3,862,000","$3,862,000","$3,925,000","($63,000)","$5,049,129","$3,189,063","$1,860,066",Free Agent,
533,Hayden Hurst,Ravens,TE,"$3,737,000","$3,856,000","$2,759,008","$1,096,992","$3,737,000","$2,759,008","$977,992","$1,483,276","$2,372,724"
534,Rob Havenstein,Rams,RT,"$3,732,000","$3,853,000","$8,125,000","($4,272,000)","$3,732,000","$8,125,000","($4,393,000)","$7,000,000","($3,147,000)"
535,P.J. Hall,Raiders,43DT,"$3,833,000","$3,841,000","$1,176,071","$2,664,929","$3,833,000","$1,176,071","$2,656,929","$907,662","$2,933,338"
536,Tyeler Davison,Falcons,43DT,"$3,188,000","$3,839,000","$895,000","$2,944,000","$3,188,000","$895,000","$2,293,000","$4,750,000","($911,000)"
537,Tahir Whitehead,Raiders,43OLB,"$3,403,000","$3,827,000","$6,333,333","($2,506,333)","$3,403,000","$6,333,333","($2,930,333)","$2,500,000","$1,327,000"
538,Kenny Vaccaro,Titans,S,"$3,668,000","$3,826,000","$6,000,000","($2,174,000)","$3,668,000","$6,000,000","($2,332,000)","$4,750,000","($924,000)"
539,Derrick Nnadi,Chiefs,43DT,"$3,678,000","$3,820,000","$930,600","$2,889,400","$3,678,000","$930,600","$2,747,400","$800,000","$3,020,000"
540,Mecole Hardman,Chiefs,WR,"$3,240,000","$3,813,000","$1,248,763","$2,564,237","$3,240,000","$1,248,763","$1,991,237","$722,048","$3,090,952"
541,David Onyemata,Saints,43DT,"$3,370,000","$3,813,000","$720,586","$3,092,414","$3,370,000","$720,586","$2,649,414","$11,000,000","($7,187,000)"
542,Willie Snead,Ravens,WR,"$3,798,000","$3,811,000","$6,000,000","($2,189,000)","$3,798,000","$6,000,000","($2,202,000)","$3,662,059","$148,941"
543,Vinny Curry,Eagles,43DE,"$3,360,000","$3,808,000","$2,250,000","$1,558,000","$3,360,000","$2,250,000","$1,110,000",Free Agent,
544,Bobby Evans,Rams,LT,"$3,690,000","$3,798,000","$878,473","$2,919,527","$3,690,000","$878,473","$2,811,527","$675,000","$3,123,000"
545,Ryan Anderson,Redskins,34OLB,"$2,850,000","$3,796,000","$1,331,181","$2,464,819","$2,850,000","$1,331,181","$1,518,819","$1,191,099","$2,604,901"
546,Jake Rodgers,Broncos,RT,"$3,629,000","$3,769,000","$495,000","$3,274,000","$3,629,000","$495,000","$3,134,000","$675,000","$3,094,000"
547,Tramaine Brock,Titans,CB,"$3,726,000","$3,766,000","$1,350,000","$2,416,000","$4,646,098","$1,181,250","$3,464,848",Free Agent,
548,Marcedes Lewis,Packers,TE,"$3,315,000","$3,741,000","$2,100,000","$1,641,000","$3,315,000","$2,100,000","$1,215,000","$2,300,000","$1,441,000"
549,Cody Davis,Jaguars,S,"$1,379,000","$3,735,000","$2,500,000","$1,235,000","$1,379,000","$2,500,000","($1,121,000)","$1,500,000","$2,235,000"
550,Mike Hilton,Steelers,CB,"$3,610,000","$3,734,000","$645,000","$3,089,000","$3,610,000","$645,000","$2,965,000","$3,259,000","$475,000"
551,A.J. Bouye,Jaguars,CB,"$3,720,000","$3,723,000","$13,500,000","($9,777,000)","$4,605,188","$11,812,500","($7,207,312)","$13,500,000","($9,777,000)"
552,Ty Sambrailo,Falcons,RT,"$3,638,000","$3,722,000","$4,750,000","($1,028,000)","$3,811,214","$4,156,250","($345,036)","$1,600,000","$2,122,000"
553,Geron Christian,Redskins,LT,"$3,583,000","$3,720,000","$993,091","$2,726,909","$3,583,000","$993,091","$2,589,909","$779,000","$2,941,000"
554,Alex Light,Packers,LT,"$3,575,000","$3,717,000","$571,000","$3,146,000","$3,575,000","$571,000","$3,004,000","$750,000","$2,967,000"
555,Brian Burns,Panthers,34OLB,"$3,074,000","$3,705,000","$3,385,046","$319,954","$3,074,000","$3,385,046","($311,046)","$1,110,463","$2,594,537"
556,Sam Eguavoen,Dolphins,34OLB,"$2,638,000","$3,698,000","$585,000","$3,113,000","$2,638,000","$585,000","$2,053,000","$675,000","$3,023,000"
557,Isaiah Oliver,Falcons,CB,"$3,534,000","$3,698,000","$1,159,163","$2,538,837","$3,534,000","$1,159,163","$2,374,837","$901,514","$2,796,486"
558,Bradley Roby,Texans,CB,"$3,695,000","$3,698,000","$10,000,000","($6,302,000)","$6,551,341","$6,250,000","$301,341","$11,500,000","($7,802,000)"
559,Devin Singletary,Bills,RB,"$3,693,000","$3,693,000","$974,500","$2,718,500","$4,878,344","$791,781","$4,086,563","$675,000","$3,018,000"
560,Kelvin Beachum,Jets,LT,"$3,678,000","$3,678,000","$8,000,000","($4,322,000)","$5,508,201","$6,500,000","($991,799)",Free Agent,
561,Matt Paradis,Panthers,C,"$3,556,000","$3,672,000","$9,010,000","($5,338,000)","$3,556,000","$9,010,000","($5,454,000)","$7,000,000","($3,328,000)"
562,Cole Holcomb,Redskins,ILB,"$2,594,000","$3,670,000","$688,721","$2,981,279","$2,594,000","$688,721","$1,905,279","$675,000","$2,995,000"
563,Dan Feeney,Chargers,LG,"$3,224,000","$3,669,000","$932,908","$2,736,092","$3,224,000","$932,908","$2,291,092","$2,133,000","$1,536,000"
564,Brandon Knight,Cowboys,RT,"$3,554,000","$3,665,000","$586,667","$3,078,333","$3,554,000","$586,667","$2,967,333","$675,000","$2,990,000"
565,Romeo Okwara,Lions,43DE,"$3,193,000","$3,664,000","$3,400,000","$264,000","$3,816,813","$2,975,000","$841,813","$3,200,000","$464,000"
566,Rashod Hill,Vikings,RT,"$3,186,000","$3,634,000","$2,025,000","$1,609,000","$3,186,000","$2,025,000","$1,161,000","$1,047,500","$2,586,500"
567,Nicholas Morrow,Raiders,43OLB,"$2,747,000","$3,618,000","$557,500","$3,060,500","$2,747,000","$557,500","$2,189,500","$3,259,000","$359,000"
568,Lorenzo Alexander,Bills,43OLB,"$2,705,000","$3,613,000","$3,750,000","($137,000)","$2,705,000","$3,750,000","($1,045,000)",Free Agent,
569,Jordan Mills,Cardinals,RT,"$3,583,000","$3,612,000","$1,250,000","$2,362,000","$4,853,688","$312,500","$4,541,188",Free Agent,
570,Marcus Mariota,Titans,QB,"$3,607,000","$3,607,000","$6,053,494","($2,446,494)","$3,607,000","$6,053,494","($2,446,494)","$7,500,000","($3,893,000)"
571,Dan Bailey,Vikings,K,"$3,606,000","$3,606,000","$1,000,000","$2,606,000","$3,606,000","$1,000,000","$2,606,000","$4,250,000","($644,000)"
572,Clayton Fejedelem,Bengals,S,"$1,446,000","$3,603,000","$600,888","$3,002,112","$1,446,000","$600,888","$845,112","$3,250,000","$353,000"
